tau,baseline_entry_date,baseline_next_entry_date,from_asset,target_asset,tau_entry_date,status,delay_trading_days,baseline_window_pnl,tau_window_pnl,missed_pnl,verdict
0.0075,2018-04-25,2018-05-04,518880.SH,159915.SZ,,blocked,5,0.01779461651626435,0.012316715542521672,0.005477900973742678,wrong_missed_trend
0.0075,2018-05-04,2018-05-21,159915.SZ,513100.SH,2018-05-07,delayed,1,0.03628530403827179,0.011236732022807283,0.02504857201546451,wrong_missed_trend
0.0075,2018-05-21,2018-05-28,513100.SH,510300.SH,,blocked,5,-0.028397741509058272,0.008232235701906454,-0.036629977210964726,correct_avoided_loss
0.0075,2018-05-28,2018-07-20,510300.SH,513100.SH,,blocked,38,0.1224552687756606,0.12032660077352819,0.0021286680021324056,wrong_missed_trend
0.0075,2018-07-20,2018-07-27,513100.SH,159915.SZ,,blocked,5,0.01151704476539539,0.018795550441120357,-0.007278505675724967,correct_avoided_loss
0.0075,2018-07-27,2018-09-04,159915.SZ,513100.SH,,blocked,27,0.030749010083026773,0.03237951807228945,-0.001630507989262675,correct_avoided_loss
0.0075,2018-09-04,2018-09-11,513100.SH,510300.SH,,blocked,5,-0.02325187491055103,-0.022611232676878146,-0.0006406422336728834,correct_avoided_loss
0.0075,2018-09-11,2018-09-21,510300.SH,513100.SH,,blocked,8,0.0019654311319070583,0.004104477611940105,-0.0021390464800330466,correct_avoided_loss
0.0075,2018-09-21,2018-10-08,513100.SH,518880.SH,,blocked,5,-0.0004925996954101564,0.02341137123745818,-0.023903970932868335,correct_avoided_loss
0.0075,2018-10-08,2018-10-15,518880.SH,510300.SH,,blocked,5,-0.048203132722483,-0.08810557034885302,0.039902437626370024,wrong_missed_trend
0.0075,2018-10-15,2018-11-09,510300.SH,518880.SH,,blocked,19,0.004977223838053879,0.00814211695040723,-0.003164893112353351,correct_avoided_loss
0.0075,2018-11-09,2018-12-03,518880.SH,159915.SZ,2018-11-13,delayed,2,0.005429900915574937,-0.03266574909613673,0.03809565001171167,wrong_missed_trend
0.0075,2018-12-03,2019-01-22,159915.SZ,518880.SH,2018-12-11,delayed,6,0.05894958450352905,0.016461317906180994,0.04248826659734806,wrong_missed_trend
0.0075,2019-01-31,2019-02-18,513100.SH,510300.SH,2019-02-13,delayed,4,0.0706338536059774,0.06303896934610043,0.007594884259876977,wrong_missed_trend
0.0075,2019-02-18,2019-03-27,510300.SH,159915.SZ,2019-02-20,delayed,2,0.1953783302316534,0.1889978039605955,0.006380526271057896,wrong_missed_trend
0.0075,2019-03-27,2019-04-09,159915.SZ,513100.SH,2019-04-03,delayed,5,0.03746452447703019,0.08523509466704327,-0.04777057019001307,correct_avoided_loss
0.0075,2019-04-09,2019-04-16,513100.SH,510300.SH,2019-04-11,delayed,2,-0.01715278540990517,-0.02185460893332769,0.004701823523422521,wrong_missed_trend
0.0075,2019-04-16,2019-04-23,510300.SH,513100.SH,,blocked,5,-0.0005239338152681627,0.015163002274450665,-0.015686936089718828,correct_avoided_loss
0.0075,2019-04-23,2019-04-30,513100.SH,510300.SH,,blocked,5,-0.023917360083886785,0.028815881261654575,-0.05273324134554136,correct_avoided_loss
0.0075,2019-04-30,2019-05-15,510300.SH,513100.SH,,blocked,8,-0.06914330207020614,-0.0675195451314855,-0.001623756938720633,correct_avoided_loss
0.0075,2019-05-15,2019-07-02,513100.SH,518880.SH,2019-05-17,delayed,2,0.07067318507331066,0.10149675584691042,-0.030823570773599762,correct_avoided_loss
0.0075,2019-07-10,2019-07-17,510300.SH,518880.SH,,blocked,5,0.01491155369064412,0.010175266346416079,0.004736287344228041,wrong_missed_trend
0.0075,2019-07-17,2019-07-30,518880.SH,513100.SH,,blocked,9,0.008235422788523072,0.005967005967005834,0.0022684168215172384,wrong_missed_trend
0.0075,2019-07-30,2019-09-03,513100.SH,518880.SH,2019-08-06,delayed,5,0.1093745041391998,-0.01102583756061526,0.12040034169981506,wrong_missed_trend
0.0075,2019-09-03,2019-09-27,518880.SH,159915.SZ,2019-09-04,delayed,1,-0.015741500392719265,-0.004435153655899637,-0.011306346736819628,correct_avoided_loss
0.0075,2019-09-27,2019-10-11,159915.SZ,513100.SH,,blocked,5,-0.008352930408893733,0.027546444586803442,-0.035899374995697175,correct_avoided_loss
0.0075,2019-10-11,2019-10-18,513100.SH,159915.SZ,,blocked,5,-8.370018347747532e-05,-0.0017898646548226704,0.0017061644713451951,wrong_missed_trend
0.0075,2019-10-18,2019-11-06,159915.SZ,513100.SH,,blocked,13,0.03297062714244192,0.030657940062005062,0.0023126870804368593,wrong_missed_trend
0.0075,2019-11-06,2019-11-13,513100.SH,159915.SZ,,blocked,5,-0.02697068330473129,0.00033422459893039935,-0.02730490790366169,correct_avoided_loss
0.0075,2019-11-13,2019-12-11,159915.SZ,513100.SH,,blocked,20,0.023278089278697234,0.025392582692951082,-0.0021144934142538485,correct_avoided_loss
0.0075,2019-12-11,2019-12-18,513100.SH,159915.SZ,2019-12-17,delayed,4,0.04068261235796111,0.03632179084173792,0.00436082151622319,wrong_missed_trend
0.0075,2019-12-18,2019-12-25,159915.SZ,513100.SH,,blocked,5,0.005070179430501476,-0.019562715765247374,0.02463289519574885,wrong_missed_trend
0.0075,2019-12-25,2020-01-06,513100.SH,159915.SZ,,blocked,7,0.03841907932511246,0.035211267605633756,0.0032078117194787037,wrong_missed_trend
0.0075,2020-01-06,2020-01-14,159915.SZ,513100.SH,,blocked,6,0.03565405621390538,0.019874473703300533,0.01577958251060485,wrong_missed_trend
0.0075,2020-01-14,2020-02-03,513100.SH,159915.SZ,2020-01-23,delayed,7,0.006328321412514937,-0.023585154379176965,0.0299134757916919,wrong_missed_trend
0.0075,2020-02-03,2020-02-20,159915.SZ,513100.SH,2020-02-07,delayed,4,0.037289795312291485,0.06456215102645735,-0.027272355714165863,correct_avoided_loss
0.0075,2020-02-20,2020-02-27,513100.SH,159915.SZ,2020-02-21,delayed,1,0.036103932250974635,-0.013209019566903457,0.04931295181787809,wrong_missed_trend
0.0075,2020-02-27,2020-03-05,159915.SZ,518880.SH,2020-02-28,delayed,1,-0.010438292294171814,-0.03985527696278024,0.029416984668608426,wrong_missed_trend
0.0075,2020-03-05,2020-03-12,518880.SH,159915.SZ,,blocked,5,-0.04830173944779359,-0.02030974257218532,-0.02799199687560827,correct_avoided_loss
0.0075,2020-03-12,2020-04-23,159915.SZ,518880.SH,2020-03-17,delayed,3,0.00012044777028363818,0.03845478235351196,-0.038334334583228324,correct_avoided_loss
0.0075,2020-06-08,2020-07-07,518880.SH,159915.SZ,2020-06-19,delayed,9,0.15273830175341163,0.16891468913073981,-0.016176387377328183,correct_avoided_loss
0.0075,2020-07-07,2020-07-14,159915.SZ,510300.SH,,blocked,5,0.016791197494224752,0.14367346938775505,-0.1268822718935303,correct_avoided_loss
0.0075,2020-07-14,2020-07-27,510300.SH,159915.SZ,,blocked,9,-0.09494919374845001,-0.09457530335474651,-0.0003738903937035021,correct_avoided_loss
0.0075,2020-07-27,2020-08-13,159915.SZ,518880.SH,2020-07-28,delayed,1,-0.039804148931640415,-0.05605953301116695,0.016255384079526536,wrong_missed_trend
0.0075,2020-08-13,2020-09-29,518880.SH,513100.SH,2020-08-14,delayed,1,0.12432412986933916,0.15520608628210208,-0.030881956412762923,correct_avoided_loss
0.0075,2020-09-29,2020-10-14,513100.SH,510300.SH,,blocked,5,0.06338685909878827,0.047697905102400906,0.015688953996387367,wrong_missed_trend
0.0075,2020-10-14,2020-10-26,510300.SH,159915.SZ,2020-10-16,delayed,2,-0.06457004408053613,-0.05489686558202922,-0.009673178498506907,correct_avoided_loss
0.0075,2020-10-26,2020-11-02,159915.SZ,510300.SH,,blocked,5,-0.006559595213789793,0.01868044515103362,-0.025240040364823413,correct_avoided_loss
0.0075,2020-11-02,2020-11-09,510300.SH,159915.SZ,,blocked,5,0.026299904194702073,0.028872415138509577,-0.0025725109438075044,correct_avoided_loss
0.0075,2020-12-15,2020-12-29,510300.SH,159915.SZ,2020-12-17,delayed,2,0.04233118073495645,0.0370954097796623,0.00523577095529415,wrong_missed_trend
0.0075,2020-12-29,2021-01-06,159915.SZ,518880.SH,2020-12-30,delayed,1,0.013000083874271207,0.012124500784512104,0.0008755830897591022,wrong_missed_trend
0.0075,2021-01-06,2021-01-14,518880.SH,159915.SZ,2021-01-07,delayed,1,0.010961374934589596,0.0014963351209962283,0.009465039813593368,wrong_missed_trend
0.0075,2021-02-03,2021-02-10,159915.SZ,513100.SH,2021-02-04,delayed,1,0.0063337609928104666,0.00883530168154123,-0.0025015406887307634,correct_avoided_loss
0.0075,2021-02-10,2021-02-24,513100.SH,159915.SZ,,blocked,5,-0.0681930548272357,-0.026455026455026287,-0.04173802837220941,correct_avoided_loss
0.0075,2021-02-24,2021-03-04,159915.SZ,513100.SH,,blocked,6,-0.00464693999577015,-0.009057971014492905,0.004411031018722755,wrong_missed_trend
0.0075,2021-03-04,2021-03-11,513100.SH,510300.SH,,blocked,5,-0.09774991236007358,-0.026279707495429627,-0.07147020486464395,correct_avoided_loss
0.0075,2021-03-11,2021-03-19,510300.SH,513100.SH,,blocked,6,0.041171397502468565,0.03567237737620266,0.005499020126265908,wrong_missed_trend
0.0075,2021-03-19,2021-03-29,513100.SH,518880.SH,2021-03-22,delayed,1,-0.0280746861465192,-0.03223262953865136,0.004157943392132157,wrong_missed_trend
0.0075,2021-03-29,2021-04-22,518880.SH,513100.SH,2021-04-02,delayed,4,0.06389016940724002,0.02848918520562682,0.035400984201613195,wrong_missed_trend
0.0075,2021-05-10,2021-05-17,159915.SZ,518880.SH,,blocked,5,0.004183608957996299,0.041858815182688636,-0.03767520622469234,correct_avoided_loss
0.0075,2021-05-17,2021-05-24,518880.SH,159915.SZ,,blocked,5,0.03403859625747985,0.025536261491317713,0.008502334766162134,wrong_missed_trend
0.0075,2021-05-24,2021-05-31,159915.SZ,518880.SH,,blocked,5,-0.010241091936550317,0.036188579017264466,-0.04642967095381478,correct_avoided_loss
0.0075,2021-05-31,2021-06-16,518880.SH,159915.SZ,2021-06-10,delayed,8,0.01733907697441106,0.00827896795351557,0.00906010902089549,wrong_missed_trend
0.0075,2021-06-16,2021-07-22,159915.SZ,513100.SH,2021-06-18,delayed,2,0.061265372030582466,0.027513529370618572,0.03375184265996389,wrong_missed_trend
0.0075,2021-07-22,2021-07-29,513100.SH,159915.SZ,,blocked,5,-0.0740162656582215,0.017780502759043637,-0.09179676841726514,correct_avoided_loss
0.0075,2021-07-29,2021-08-05,159915.SZ,518880.SH,,blocked,5,0.0170979158913398,0.004216867469879482,0.012881048421460317,wrong_missed_trend
0.0075,2021-08-05,2021-08-12,518880.SH,159915.SZ,,blocked,5,-0.0333340946965317,0.0009998000399917828,-0.034333894736523485,correct_avoided_loss
0.0075,2021-08-12,2021-08-25,159915.SZ,513100.SH,,blocked,9,0.023980264959267084,0.023371953655613176,0.0006083113036539078,wrong_missed_trend
0.0075,2021-08-25,2021-09-01,513100.SH,510300.SH,,blocked,5,-0.01770936432347303,0.019715010735896987,-0.03742437505937002,correct_avoided_loss
0.0075,2021-09-01,2021-09-08,510300.SH,513100.SH,,blocked,5,0.0003898022644337473,-0.004594180704441064,0.004983982968874812,wrong_missed_trend
0.0075,2021-09-15,2021-10-12,518880.SH,510300.SH,2021-09-30,delayed,9,0.007755342932291853,-0.035129677341902976,0.04288502027419483,wrong_missed_trend
0.0075,2021-10-12,2021-11-03,510300.SH,159915.SZ,2021-10-26,delayed,10,0.04373155867177303,0.0011022353156917575,0.04262932335608127,wrong_missed_trend
0.0075,2021-11-03,2021-11-26,159915.SZ,513100.SH,2021-11-04,delayed,1,0.024981352880642405,0.01910628371483858,0.005875069165803826,wrong_missed_trend
0.0075,2021-11-26,2021-12-07,513100.SH,159915.SZ,2021-11-30,delayed,2,-0.026047635965315008,-0.03317873026027929,0.00713109429496428,wrong_missed_trend
0.0075,2021-12-07,2021-12-30,159915.SZ,510300.SH,2021-12-09,delayed,2,-0.001176226324804186,-0.02046570760440669,0.019289481279602505,wrong_missed_trend
0.0075,2021-12-30,2022-03-23,510300.SH,518880.SH,2022-01-12,delayed,8,0.06833173768797018,0.02977404972623776,0.03855768796173242,wrong_missed_trend
0.0075,2022-03-23,2022-04-18,518880.SH,513100.SH,2022-03-25,delayed,2,-0.05669771570143112,-0.04626338921900264,-0.01043432648242848,correct_avoided_loss
0.0075,2022-05-19,2022-05-31,518880.SH,159915.SZ,2022-05-27,delayed,6,0.013325095081618166,0.023465485948394926,-0.01014039086677676,correct_avoided_loss
0.0075,2022-05-31,2022-06-08,159915.SZ,510300.SH,,blocked,5,0.03880166239068905,0.08875219683655544,-0.04995053444586639,correct_avoided_loss
0.0075,2022-06-08,2022-07-18,510300.SH,159915.SZ,,blocked,28,0.08251521141548945,0.08151735270379312,0.0009978587116963311,wrong_missed_trend
0.0075,2022-07-18,2022-08-25,159915.SZ,513100.SH,2022-07-19,delayed,1,0.07853389451003356,0.09715987019066286,-0.018625975680629292,correct_avoided_loss
0.0075,2022-08-25,2022-09-01,513100.SH,518880.SH,,blocked,5,-0.0066394304102629365,-0.02561247216035656,0.018973041750093622,wrong_missed_trend
0.0075,2022-09-01,2022-09-08,518880.SH,510300.SH,,blocked,5,-0.008437217887346415,-0.003571122372863833,-0.004866095514482582,correct_avoided_loss
0.0075,2022-09-08,2022-11-04,510300.SH,518880.SH,,blocked,35,0.00579368060896801,0.012237297153498305,-0.006443616544530295,correct_avoided_loss
0.0075,2022-11-04,2022-11-11,518880.SH,159915.SZ,2022-11-07,delayed,1,-0.008427830931458824,-0.028253805181284508,0.019825974249825684,wrong_missed_trend
0.0075,2022-11-11,2022-11-28,159915.SZ,518880.SH,2022-11-14,delayed,1,0.04400311640455801,0.02230278633874594,0.021700330065812068,wrong_missed_trend
0.0075,2022-11-28,2022-12-05,518880.SH,510300.SH,,blocked,5,0.04642604427611374,0.005051780752715285,0.04137426352339846,wrong_missed_trend
0.0075,2022-12-05,2022-12-12,510300.SH,518880.SH,,blocked,5,-0.000978880738200738,-0.010787202248805472,0.009808321510604734,wrong_missed_trend
0.0075,2022-12-12,2022-12-22,518880.SH,510300.SH,,blocked,8,-0.035563738758464636,-0.0406604238541155,0.005096685095650866,wrong_missed_trend
0.0075,2022-12-22,2023-01-13,510300.SH,518880.SH,2023-01-05,delayed,9,0.013779634209845293,0.02162214610824198,-0.007842511898396687,correct_avoided_loss
0.0075,2023-01-13,2023-02-07,518880.SH,159915.SZ,2023-01-17,delayed,2,0.030697079653066783,0.013720826754523241,0.016976252898543542,wrong_missed_trend
0.0075,2023-02-07,2023-03-03,159915.SZ,513100.SH,2023-02-09,delayed,2,-0.02898045514563341,-0.045160443667143,0.016179988521509592,wrong_missed_trend
0.0075,2023-03-03,2023-03-10,513100.SH,510300.SH,,blocked,5,-0.018743800983535563,0.033333333333333215,-0.05207713431686878,correct_avoided_loss
0.0075,2023-03-10,2023-03-31,510300.SH,518880.SH,2023-03-15,delayed,3,0.03957842483055796,0.012884668450565462,0.026693756379992495,wrong_missed_trend
0.0075,2023-03-31,2023-04-10,518880.SH,513100.SH,,blocked,5,0.005294556763454583,0.018832391713747842,-0.01353783495029326,correct_avoided_loss
0.0075,2023-04-10,2023-04-17,513100.SH,518880.SH,,blocked,5,0.01490907891237958,-0.016002099431330352,0.030911178343709933,wrong_missed_trend
0.0075,2023-04-17,2023-04-24,518880.SH,159915.SZ,2023-04-18,delayed,1,-0.05153399285134541,-0.03534450353796015,-0.016189489313385264,correct_avoided_loss
0.0075,2023-04-24,2023-05-05,159915.SZ,513100.SH,,blocked,6,0.00991941373133387,-0.021414654615556694,0.031334068346890565,wrong_missed_trend
0.0075,2023-05-05,2023-05-12,513100.SH,518880.SH,,blocked,5,-0.00843262594494587,-0.0002275312855515299,-0.00820509465939434,correct_avoided_loss
0.0075,2023-05-12,2023-07-24,518880.SH,513100.SH,2023-05-15,delayed,1,0.18709627213853075,0.1926782205082067,-0.00558194836967596,correct_avoided_loss
0.0075,2023-07-24,2023-07-31,513100.SH,518880.SH,,blocked,5,-0.014044810694172405,0.005319148936169915,-0.01936395963034232,correct_avoided_loss
0.0075,2023-08-14,2023-08-21,510300.SH,518880.SH,,blocked,5,-0.0066997634645985515,-0.024810126582278547,0.018110363117679995,wrong_missed_trend
0.0075,2023-08-21,2023-08-28,518880.SH,510300.SH,,blocked,5,-0.015329026499637188,-0.009319586750516029,-0.006009439749121159,correct_avoided_loss
0.0075,2023-08-28,2023-09-18,510300.SH,518880.SH,,blocked,15,0.0860578586624603,0.022482014388489402,0.0635758442739709,wrong_missed_trend
0.0075,2023-09-18,2023-09-25,518880.SH,513100.SH,,blocked,5,-0.029304908027305343,0.0028583992963941984,-0.03216330732369954,correct_avoided_loss
0.0075,2023-09-25,2023-10-11,513100.SH,518880.SH,,blocked,6,-0.04825679899644175,-0.04670028502521406,-0.001556513971227691,correct_avoided_loss
0.0075,2023-10-11,2023-10-19,518880.SH,513100.SH,,blocked,6,-0.0010730846099344937,0.040248390064397066,-0.04132147467433156,correct_avoided_loss
0.0075,2023-10-19,2023-11-14,513100.SH,518880.SH,,blocked,18,-0.011572672100288228,0.003316382931682016,-0.014889055031970244,correct_avoided_loss
0.0075,2023-11-14,2023-11-21,518880.SH,513100.SH,2023-11-16,delayed,2,0.00684172476735001,-0.006183073164925945,0.013024797932275956,wrong_missed_trend
0.0075,2023-11-21,2023-11-28,513100.SH,159915.SZ,,blocked,5,-0.024841793625575037,0.005240174672489495,-0.030081968298064532,correct_avoided_loss
0.0075,2023-11-28,2023-12-08,159915.SZ,513100.SH,,blocked,8,-0.013578419290821708,-0.009556907037358786,-0.004021512253462922,correct_avoided_loss
0.0075,2023-12-08,2023-12-15,513100.SH,518880.SH,,blocked,5,0.016488167217194816,0.05614035087719316,-0.03965218365999834,correct_avoided_loss
0.0075,2023-12-15,2024-01-11,518880.SH,513100.SH,,blocked,18,0.011445663645442083,0.004152823920266169,0.007292839725175915,wrong_missed_trend
0.0075,2024-01-11,2024-01-22,513100.SH,518880.SH,2024-01-17,delayed,4,0.012123395234760359,0.008295688740423968,0.0038277064943363914,wrong_missed_trend
0.0075,2024-01-22,2024-02-27,518880.SH,513100.SH,2024-01-24,delayed,2,0.03119447703023126,0.02040432899645017,0.010790148033781088,wrong_missed_trend
0.0075,2024-02-27,2024-03-05,513100.SH,510300.SH,2024-02-28,delayed,1,0.026580646565626642,0.01204020512224524,0.014540441443381402,wrong_missed_trend
0.0075,2024-03-05,2024-03-22,510300.SH,159915.SZ,2024-03-06,delayed,1,0.03859512983371305,0.048049085122700674,-0.009453955288987625,correct_avoided_loss
0.0075,2024-05-07,2024-05-21,518880.SH,510300.SH,,blocked,10,0.015114548859833876,-0.00047565969055607393,0.01559020855038995,wrong_missed_trend
0.0075,2024-05-21,2024-07-15,510300.SH,513100.SH,2024-05-22,delayed,1,0.0913380281143441,0.0824875495833266,0.008850478531017503,wrong_missed_trend
0.0075,2024-07-15,2024-07-22,513100.SH,518880.SH,2024-07-18,delayed,3,0.003518300257471463,-0.040619401441228886,0.04413770169870035,wrong_missed_trend
0.0075,2024-07-22,2024-07-29,518880.SH,510300.SH,,blocked,5,-0.03349617031687491,-0.013824884792626668,-0.01967128552424824,correct_avoided_loss
0.0075,2024-07-29,2024-09-02,510300.SH,518880.SH,,blocked,25,0.02215678799719467,0.03214953271028076,-0.009992744713086088,correct_avoided_loss
0.0075,2024-09-02,2024-09-09,518880.SH,513100.SH,2024-09-03,delayed,1,-0.043035851605981446,-0.04767117039750279,0.004635318791521348,wrong_missed_trend
0.0075,2024-09-09,2024-09-26,513100.SH,518880.SH,2024-09-18,delayed,5,0.028737617752725653,0.0663584412944731,-0.03762082354174745,correct_avoided_loss
0.0075,2024-09-26,2024-11-04,518880.SH,159915.SZ,2024-09-27,delayed,1,0.3035316679884277,0.21868600890203505,0.08484565908639263,wrong_missed_trend
0.0075,2024-11-18,2024-12-13,159915.SZ,513100.SH,2024-11-25,delayed,5,0.08478336151062371,0.02396122769854947,0.06082213381207424,wrong_missed_trend
0.0075,2024-12-13,2024-12-20,513100.SH,518880.SH,,blocked,5,-0.022576362664889826,0.008039579468150482,-0.030615942133040308,correct_avoided_loss
0.0075,2024-12-20,2025-01-13,518880.SH,513100.SH,,blocked,15,0.004600927196342308,2.220446049250313e-16,0.004600927196342086,wrong_missed_trend
0.0075,2025-01-13,2025-02-18,513100.SH,518880.SH,2025-01-16,delayed,3,0.052412047334562395,0.06410836550733778,-0.011696318172775388,correct_avoided_loss
0.0075,2025-03-13,2025-03-20,159915.SZ,510300.SH,,blocked,5,0.019492580758338596,0.03215512036666568,-0.012662539608327084,correct_avoided_loss
0.0075,2025-03-20,2025-05-09,510300.SH,518880.SH,,blocked,32,0.10784247998976393,0.11132352941176471,-0.0034810494220007815,correct_avoided_loss
0.0075,2025-06-13,2025-06-20,513100.SH,518880.SH,2025-06-16,delayed,1,-0.031877858232109646,-0.027920728377388127,-0.0039571298547215195,correct_avoided_loss
0.0075,2025-06-20,2025-06-27,518880.SH,513100.SH,2025-06-25,delayed,3,0.02732927427130205,-0.007518036970785236,0.03484731124208729,wrong_missed_trend
0.0075,2025-06-27,2025-07-07,513100.SH,159915.SZ,2025-07-02,delayed,3,0.021213939839886065,0.011399612022041428,0.009814327817844637,wrong_missed_trend
0.0075,2025-07-07,2025-07-14,159915.SZ,513100.SH,,blocked,5,-0.0034815181271157236,0.024378809188935646,-0.02786032731605137,correct_avoided_loss
0.0075,2025-07-14,2025-09-23,513100.SH,159915.SZ,,blocked,51,0.4074181114534643,0.4105263157894743,-0.003108204336010001,correct_avoided_loss
0.0075,2025-11-18,2025-11-25,513100.SH,159915.SZ,,blocked,5,-0.06654862463862765,-0.027763226820324838,-0.038785397818302814,correct_avoided_loss
0.0075,2025-12-10,2025-12-17,518880.SH,159915.SZ,,blocked,5,-0.032216083478991075,0.02144594295821367,-0.053662026437204746,correct_avoided_loss
0.0075,2025-12-17,2025-12-31,159915.SZ,518880.SH,,blocked,10,0.007427924052184842,0.013311688311687941,-0.005883764259503099,correct_avoided_loss
0.0075,2026-03-06,2026-03-13,518880.SH,510300.SH,,blocked,5,-0.0005582033181827928,0.029018480108163436,-0.02957668342634623,correct_avoided_loss
0.0075,2026-03-13,2026-03-20,510300.SH,518880.SH,,blocked,5,-0.07146087890446562,-0.0015114873035065868,-0.06994939160095903,correct_avoided_loss
0.0075,2026-03-20,2026-04-08,518880.SH,159915.SZ,,blocked,12,-0.07700207724552655,-0.0460187708144113,-0.030983306431115243,correct_avoided_loss
0.0075,2026-04-08,2026-04-15,159915.SZ,513100.SH,,blocked,5,0.04906096741265342,0.12662646778800402,-0.0775655003753506,correct_avoided_loss
0.0075,2026-04-15,2026-04-27,513100.SH,159915.SZ,,blocked,8,0.04086278824039247,0.034929577464788863,0.0059332107756036034,wrong_missed_trend
0.0075,2026-04-27,2026-05-08,159915.SZ,513100.SH,2026-04-28,delayed,1,0.06577551827367611,0.04318591353019796,0.022589604743478153,wrong_missed_trend
0.0075,2026-05-08,2026-05-15,513100.SH,159915.SZ,,blocked,5,0.036621516042770086,0.024829600778967897,0.011791915263802188,wrong_missed_trend
0.0075,2026-05-15,,159915.SZ,513100.SH,,blocked,5,-0.002098719506406943,-0.000950118764845187,-0.001148600741561756,correct_avoided_loss
0.01,2014-02-20,2014-03-26,159915.SZ,518880.SH,2014-02-26,delayed,4,0.013975931050158596,-0.06979884602381159,0.08377477707397019,wrong_missed_trend
0.01,2014-03-26,2014-04-29,518880.SH,510300.SH,2014-04-09,delayed,9,-0.01388451862528639,-0.047210684136800296,0.033326165511513905,wrong_missed_trend
0.01,2014-04-29,2014-05-09,510300.SH,518880.SH,,blocked,6,-0.01579998830526297,-0.000938526513373894,-0.014861461791889075,correct_avoided_loss
0.01,2014-06-30,2014-07-08,513100.SH,518880.SH,2014-07-02,delayed,2,-0.006653149368081479,0.0012521866337771304,-0.00790533600185861,correct_avoided_loss
0.01,2014-07-08,2014-07-21,518880.SH,513100.SH,2014-07-16,delayed,6,-0.005994272619059049,-0.007870954160121069,0.0018766815410620197,wrong_missed_trend
0.01,2014-07-21,2014-08-21,513100.SH,510300.SH,2014-07-25,delayed,4,0.09824489797747926,0.06943793249886143,0.02880696547861783,wrong_missed_trend
0.01,2014-09-04,2014-09-12,159915.SZ,513100.SH,,blocked,5,-0.010440314693142438,0.022237665045170107,-0.032677979738312546,correct_avoided_loss
0.01,2014-09-12,2014-09-22,513100.SH,159915.SZ,,blocked,6,-0.003361150146751979,-0.00747790618626798,0.004116756039516001,wrong_missed_trend
0.01,2014-09-22,2014-09-29,159915.SZ,510300.SH,,blocked,5,0.0007735149035270616,0.008219178082191858,-0.007445663178664796,correct_avoided_loss
0.01,2014-09-29,2014-10-17,510300.SH,159915.SZ,,blocked,9,0.006188453377008241,0.006793478260869179,-0.0006050248838609384,correct_avoided_loss
0.01,2014-10-17,2014-10-24,159915.SZ,510300.SH,,blocked,5,-0.02267730232061238,-0.029689608636976783,0.007012306316364403,wrong_missed_trend
0.01,2014-10-24,2014-10-31,510300.SH,518880.SH,,blocked,5,-0.01580944760131875,0.029902642559110015,-0.045712090160428764,correct_avoided_loss
0.01,2014-10-31,2014-11-07,518880.SH,510300.SH,,blocked,5,0.009957018665160744,-0.0041291059535176755,0.01408612461867842,wrong_missed_trend
0.01,2014-11-07,2014-11-24,510300.SH,513100.SH,,blocked,11,0.015672120145324042,0.017725258493352936,-0.0020531383480288934,correct_avoided_loss
0.01,2014-11-24,2015-01-20,513100.SH,510300.SH,2014-11-25,delayed,1,0.24352952714927323,0.22274534079242247,0.020784186356850753,wrong_missed_trend
0.01,2015-01-28,2015-02-26,518880.SH,159915.SZ,2015-01-29,delayed,1,0.08479728548064691,0.08962773246302036,-0.004830446982373449,correct_avoided_loss
0.01,2015-02-26,2015-03-05,159915.SZ,513100.SH,,blocked,5,0.011512733791386509,0.0759844703272321,-0.06447173653584559,correct_avoided_loss
0.01,2015-03-05,2015-03-31,513100.SH,159915.SZ,,blocked,18,0.12402576994327252,0.13041237113402127,-0.006386601190748742,correct_avoided_loss
0.01,2015-06-09,2015-06-23,159915.SZ,510300.SH,2015-06-16,delayed,5,-0.14835286997102115,-0.12722336861019845,-0.0211295013608227,correct_avoided_loss
0.01,2015-06-23,2015-07-07,510300.SH,513100.SH,2015-06-24,delayed,1,-0.03227679777091175,-0.011323580948640055,-0.020953216822271692,correct_avoided_loss
0.01,2015-07-07,2015-07-15,513100.SH,518880.SH,2015-07-10,delayed,3,-0.0025940251222559274,-0.01885914432606628,0.016265119203810352,wrong_missed_trend
0.01,2015-07-15,2015-08-05,518880.SH,513100.SH,2015-07-21,delayed,4,0.03934010362866047,-0.04072702626042368,0.08006712988908415,wrong_missed_trend
0.01,2015-08-05,2015-08-12,513100.SH,159915.SZ,,blocked,5,0.06031303799404286,0.035076108537392514,0.025236929456650348,wrong_missed_trend
0.01,2015-08-12,2015-08-19,159915.SZ,513100.SH,,blocked,5,0.01110790763543923,0.008312020460358172,0.0027958871750810577,wrong_missed_trend
0.01,2015-08-19,2015-09-23,513100.SH,518880.SH,2015-08-20,delayed,1,0.008795607073465161,-0.01625578008223183,0.02505138715569699,wrong_missed_trend
0.01,2015-09-23,2015-09-30,518880.SH,513100.SH,2015-09-24,delayed,1,-0.04526797575746733,-0.036178250511585186,-0.009089725245882141,correct_avoided_loss
0.01,2015-09-30,2015-11-04,513100.SH,159915.SZ,2015-10-08,delayed,1,0.16555542963860836,0.17961738109269465,-0.014061951454086286,correct_avoided_loss
0.01,2015-12-03,2015-12-10,159915.SZ,510300.SH,,blocked,5,-0.023055629524192156,0.022819885900570158,-0.045875515424762314,correct_avoided_loss
